home_institution;age;gender;nationality;level_study;years_prior;mobility_type;host_institution;work_placement;country_work_placement;length_study;length_work;short_duration_reason;study_start_date;work_start_date;ects_study;ects_work;ects_total;sn_supplement;study_grant;work_grant;previous_participation
F  PARIS012;20;F;FR;1;2;S;HU BUDAPES12;;;9.5;0.0;;09-2011;;30.0;0.0;30.0;0.0;4750.0;0.0;N
F  PARIS012;21;F;FR;1;2;S;IRLCORK01;;;5.0;0.0;;01-2012;;30.0;0.0;30.0;0.0;0.0;0.0;N
F  PARIS012;22;F;FR;1;4;S;E  MURCIA01;;;9.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;0.0;0.0;N
F  PARIS012;21;F;FR;1;3;S;I  TORINO01;;;10.5;0.0;;09-2011;;0.0;0.0;0.0;0.0;0.0;0.0;N
F  PARIS012;19;F;FR;1;2;S;HU BUDAPES12;;;5.0;0.0;;09-2011;;30.0;0.0;30.0;0.0;1250.0;0.0;N
F  PARIS012;22;F;FR;1;2;S;D  FREIBUR02;;;5.0;0.0;;10-2011;;30.0;0.0;30.0;0.0;1250.0;0.0;N
F  PARIS012;20;F;FR;1;2;S;E  BARCELO01;;;10.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;2500.0;0.0;N
F  PARIS012;22;M;FR;2;3;S;CZ PRAHA07;;;8.0;0.0;;10-2011;;60.0;0.0;60.0;0.0;2000.0;0.0;N
F  PARIS012;21;F;FR;2;3;S;E  ALICANT01;;;4.5;0.0;;01-2012;;30.0;0.0;30.0;0.0;1125.0;0.0;N
F  PARIS012;23;M;FR;1;2;S;CZ PRAHA13;;;4.0;0.0;;01-2012;;12.0;0.0;12.0;0.0;0.0;0.0;N
F  PARIS012;20;F;FR;1;2;P;;E-COM LOGISTIK;DE;0.0;4.0;;;05-2012;0.0;0.0;0.0;0.0;0.0;1000.0;S
F  PARIS012;21;F;FR;1;2;S;IRLMAYNOOT01;;;9.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;2250.0;0.0;N
F  PARIS012;25;F;;1;3;P;;LOPORTO COSTRUZIONI S.A.L;IT;0.0;3.0;;;05-2012;0.0;6.0;6.0;0.0;0.0;750.0;N
F  PARIS012;23;F;;1;3;P;; AGILITY BARCELONA;ES;0.0;3.0;;;06-2012;0.0;7.0;7.0;0.0;0.0;1200.0;N
F  PARIS012;23;F;FR;2;4;P;;BESEDO;MT;0.0;5.0;;;03-2012;0.0;7.0;7.0;0.0;0.0;3250.0;N
F  PARIS012;25;M;FR;2;3;P;; WEBOPTIMISER;UK;0.0;4.0;;;03-2012;0.0;30.0;30.0;0.0;0.0;1000.0;N
F  PARIS012;22;F;FR;2;4;P;;MAMBO MUSEO D'ARTE MODERNA DI BOLOGNA;IT;0.0;3.5;;;04-2012;0.0;0.0;0.0;0.0;0.0;875.0;N
F  PARIS012;20;M;FR;1;2;S;E  CADIZ01;;;5.0;0.0;;09-2011;;34.0;0.0;34.0;0.0;0.0;0.0;N
F  PARIS012;21;F;FR;2;3;S;I  ROMA02;;;10.0;0.0;;09-2011;;62.0;0.0;62.0;0.0;0.0;0.0;N
F  PARIS012;19;M;FR;1;1;S;D  FREIBUR01;;;5.0;0.0;;09-2011;;30.0;0.0;30.0;0.0;500.0;0.0;N
F  PARIS012;20;F;FR;1;3;P;;PALL CORPORATION;DE;0.0;3.0;;;05-2012;0.0;0.0;0.0;0.0;0.0;1200.0;N
F  PARIS012;20;F;FR;1;1;S;E  ZARAGOZ01;;;5.0;0.0;;09-2011;;30.0;0.0;30.0;0.0;0.0;0.0;N
F  PARIS012;20;F;FR;1;1;S;UK COLERAI01;;;4.0;0.0;;09-2011;;40.0;0.0;40.0;0.0;0.0;0.0;N
F  PARIS012;19;F;FR;1;1;S;E  CADIZ01;;;5.0;0.0;;09-2011;;29.0;0.0;29.0;0.0;0.0;0.0;N
F  MULHOUS01;20;F;FR;1;2;S;E  ALICANT01;;;9.5;0.0;;09-2011;;60.0;0.0;60.0;0.0;1597.9;0.0;N
F  MULHOUS01;23;M;;1;2;S;PL KATOWIC02;;;4.5;0.0;;02-2012;;0.0;0.0;0.0;0.0;756.9;0.0;N
F  MULHOUS01;21;M;FR;1;3;S;PL KATOWIC02;;;4.5;0.0;;09-2011;;0.0;0.0;0.0;0.0;756.9;0.0;N
F  MULHOUS01;22;M;FR;2;4;S;DK ALBORG01;;;5.0;0.0;;09-2011;;0.0;0.0;0.0;0.0;841.0;0.0;N
F  MULHOUS01;18;F;FR;1;1;S;D  FREIBUR01;;;11.0;0.0;;10-2011;;0.0;0.0;0.0;0.0;1850.2;0.0;N
F  MULHOUS01;20;F;FR;1;2;S;D  SAARBRU01;;;5.0;0.0;;03-2012;;30.0;0.0;30.0;0.0;841.0;0.0;N
F  MULHOUS03;18;F;FR;2;4;P;;NIMCO CONTROLS AB;SE;0.0;2.0;;;05-2012;0.0;5.0;5.0;0.0;0.0;711.81;N
F  MULHOUS03;18;F;FR;S;1;P;;WURTH PFLANTZENSCHUTZ GMBH;DE;0.0;2.0;;;05-2012;0.0;5.0;5.0;0.0;0.0;699.6;N
F  MULHOUS01;19;M;FR;1;1;S;D  FREIBUR01;;;11.0;0.0;;10-2011;;0.0;0.0;0.0;0.0;1850.2;0.0;N
F  MULHOUS01;19;F;FR;1;1;S;D  FREIBUR01;;;11.0;0.0;;10-2011;;0.0;0.0;0.0;0.0;1850.2;0.0;N
F  MULHOUS01;21;F;FR;1;2;S;UK EDINBUR09;;;4.0;0.0;;01-2012;;30.0;0.0;30.0;0.0;672.8;0.0;N
F  MULHOUS01;22;M;FR;2;4;S;I  TORINO02;;;5.5;0.0;;09-2011;;0.0;0.0;0.0;0.0;925.1;0.0;N
F  MULHOUS01;19;F;FR;1;1;S;D  FREIBUR01;;;11.0;0.0;;10-2011;;0.0;0.0;0.0;0.0;1850.2;0.0;N
F  MULHOUS01;20;F;FR;1;2;S;UK EDINBUR02;;;3.0;0.0;;09-2011;;30.0;0.0;30.0;0.0;504.6;0.0;N
F  NANTES01;29;M;FR;1;2;S;B  BRUXEL04;;;9.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;1513.8;0.0;N
F  NANTES01;21;M;FR;1;2;S;NL ROTTERD01;;;4.0;0.0;;08-2011;;30.0;0.0;30.0;0.0;672.8;0.0;N
F  NANTES01;44;F;FR;2;4;S;RO CLUJNAP01;;;9.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;1513.8;0.0;N
F  NANTES01;20;M;FR;1;2;S;UK PLYMOUT01;;;8.0;0.0;;09-2011;;60.0;0.0;60.0;0.0;1405.6;0.0;N
F  NANTES01;22;F;FR;2;4;P;; RETE ITALIANA DI CULTURA POPOLARE;IT;0.0;4.0;;;03-2012;0.0;0.0;0.0;0.0;0.0;1200.0;N
