home_institution;age;gender;nationality;level_study;years_prior;mobility_type;host_institution;work_placement;country_work_placement;length_study;length_work;short_duration_reason;study_start_date;work_start_date;ects_study;ects_work;ects_total;sn_supplement;study_grant;work_grant;previous_participation
TR ISTANBU05;21;F;TR;1;1;S;D  INGOLST01;;;10.0;0.0;;09-2009;;60.0;0.0;60.0;0.0;0.0;0;N
TR ISTANBU05;21;M;TR;1;3;S;UK NEWCAST01;;;4.25;0.0;;09-2009;;30.0;0.0;30.0;0.0;2550.0;0;N
TR ISTANBU05;21;M;TR;1;3;S;S  LINKOPI01;;;10.25;0.0;;08-2009;;60.0;0.0;60.0;0.0;5125.0;0;N
TR ISTANBU05;21;M;TR;1;2;S;SI MARIBOR01;;;4.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;1600.0;0;N
TR ISTANBU05;22;F;TR;1;2;S;D  MUNSTER02;;;4.25;0.0;;10-2009;;30.0;0.0;30.0;0.0;2125.0;0;N
TR ISTANBU05;21;M;TR;1;3;P;;SAHINLER S.A.S.;FR;0.0;3.0;;;07-2010;0.0;0.0;0.0;0.0;0.0;2760;S
TR ISTANBU05;21;F;TR;1;1;S;SF TAMPERE01;;;4.25;0.0;;08-2009;;30.0;0.0;30.0;0.0;0.0;0;N
TR ISTANBU05;30;M;TR;3;3;S;D  FULDA01;;;8.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;4000.0;0;N
UK DURHAM01;21;F;UK;1;2;P;;FRAU ANJA HOLLMAN;DE;0.0;6.0;;;08-2009;0.0;0.0;0.0;0.0;0.0;2190;N
UK DURHAM01;21;F;UK;1;2;P;;C&A FRANCE;FR;0.0;5.5;;;02-2010;0.0;0.0;0.0;0.0;0.0;2008;N
UK DURHAM01;21;F;SE;1;2;S;F  TOURS01;;;3.5;0.0;;09-2009;;0.0;0.0;0.0;0.0;1278.0;0;N
UK DURHAM01;21;F;SE;1;2;S;E  GRANADA01;;;4.5;0.0;;02-2010;;0.0;0.0;0.0;0.0;1643.0;0;N
UK BRISTOL02;29;M;UK;1;2;S;N  BERGEN05;;;3.0;0.0;;01-2010;;20.0;0.0;20.0;0.0;1095.0;0;N
S  LUND01;23;M;SE;1;3;S;P  LISBOA04;;;6.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;2370.0;0;N
S  LUND01;22;M;SE;1;1;S;F  BORDEAU12;;;5.0;0.0;;01-2010;;30.0;0.0;30.0;0.0;1975.0;0;N
S  OREBRO01;23;F;SE;2;3;S;UK COVENTR02;;;3.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;1264.0;0;N
S  OREBRO01;23;F;SE;1;2;S;E  BARCELO01;;;4.5;0.0;;08-2009;;30.0;0.0;30.0;0.0;1735.0;0;N
S  OREBRO01;21;F;SE;1;2;S;UK EDINBUR02;;;8.5;0.0;;09-2009;;60.0;0.0;60.0;0.0;3471.0;0;N
S  OREBRO01;21;F;SE;1;2;S;UK GLASGOW08;;;4.5;0.0;;01-2010;;30.0;0.0;30.0;0.0;1735.0;0;N
S  OREBRO01;25;F;SE;1;2;S;D  BREMEN01;;;3.5;0.0;;03-2010;;30.0;0.0;30.0;0.0;1735.0;0;N
S  LUND01;24;F;SE;2;5;P;;SWEDISH TRADE COUNCIL;IT;0.0;5.5;;;02-2010;0.0;0.0;0.0;0.0;0.0;2200;S
S  LUND01;24;F;SE;2;3;S;B  LOUVAIN01;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;1975.0;0;N
S  LUND01;22;F;SE;1;3;S;A  GRAZ02;;;10.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;3950.0;0;N
S  LUND01;24;M;SE;1;3;S;A  WIEN01;;;9.0;0.0;;10-2009;;60.0;0.0;60.0;0.0;3552.0;0;N
S  LUND01;23;M;SE;1;3;S;D  BERLIN18;;;4.0;0.0;;10-2009;;30.0;0.0;30.0;0.0;1580.0;0;N
S  LUND01;24;F;FR;1;10;S;MT MALTA01;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;1975.0;0;N
S  LUND01;23;M;SE;1;1;S;I  ROMA02;;;4.0;0.0;;03-2010;;30.0;0.0;30.0;0.0;2180.0;0;N
S  LUND01;22;F;SE;1;3;S;NL MAASTRI01;;;4.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;1580.0;0;N
S  LUND01;65;F;SE;1;9;S;D  BERLIN13;;;3.0;0.0;;10-2009;;23.0;0.0;23.0;0.0;1500.0;0;N
S  LUND01;24;F;SE;2;3;S;NL MAASTRI01;;;5.0;0.0;;01-2010;;24.0;0.0;24.0;0.0;1975.0;0;N
S  LUND01;22;M;SE;2;2;P;;SOGN DØGNENHET;NO;0.0;3.5;;;02-2010;0.0;30.0;30.0;0.0;0.0;1400;N
S  LUND01;25;M;SE;1;3;S;D  MUNCHEN02;;;9.0;0.0;;10-2009;;60.0;0.0;60.0;0.0;3552.0;0;N
S  LUND01;23;F;FI;1;1;S;E  BARCELO02;;;5.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;1975.0;0;N
S  LUND01;23;M;SE;1;1;S;D  BERLIN02;;;4.0;0.0;;04-2010;;30.0;0.0;30.0;0.0;1580.0;0;N
S  LUND01;22;M;SE;1;1;S;F  BORDEAU12;;;6.0;0.0;;01-2010;;30.0;0.0;30.0;0.0;2370.0;0;N
S  LUND01;21;F;SE;1;1;S;NL AMSTERD02;;;5.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;1975.0;0;N
S  LUND01;24;M;SE;1;1;S;HU BUDAPES03;;;6.0;0.0;;01-2010;;25.0;0.0;25.0;0.0;2370.0;0;N
S  LUND01;24;F;SE;1;2;S;F  GRENOBL21;;;4.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;1580.0;0;N
S  LUND01;23;M;SE;2;3;S;B  LOUVAIN01;;;10.0;0.0;;09-2009;;60.0;0.0;60.0;0.0;3950.0;0;N
S  LUND01;24;M;SE;1;4;S;F  PARIS100;;;4.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;1580.0;0;N
S  LUND01;23;F;SE;1;4;S;TR ANKARA07;;;6.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;2370.0;0;N
S  LUND01;22;F;SE;1;2;S;UK BELFAST01;;;6.0;0.0;;08-2009;;30.0;0.0;30.0;0.0;2370.0;0;N
UK BRISTOL01;21;F;UK;1;2;P;;CHLOE INTERNATIONAL SAS;FR;0.0;5.75;;;09-2009;0.0;30.0;30.0;0.0;0.0;2099;N
UK BRISTOL01;20;F;UK;1;2;P;;INSTITUTE FOR CULTURAL DIPLOMACY;DE;0.0;5.0;;;03-2010;0.0;30.0;30.0;0.0;0.0;1825;N
UK BRISTOL01;20;F;UK;1;2;P;;IKONE;FR;0.0;5.0;;;03-2010;0.0;30.0;30.0;0.0;0.0;1825;N
UK BRISTOL01;21;F;UK;1;2;P;;ECOLE PETIT D'HOMME;FR;0.0;3.25;;;03-2010;0.0;30.0;30.0;0.0;0.0;1186;N
UK BRISTOL01;20;F;UK;1;2;S;D  BERLIN13;;;4.5;0.0;;10-2009;;30.0;0.0;30.0;0.0;1643.0;0;N
UK BRISTOL02;23;F;UK;1;2;S;SF ROVANIE02;;;4.0;0.0;;09-2009;;20.0;0.0;20.0;0.0;1460.0;0;N
S  GOTEBOR01;23;M;SE;1;4;S;D  BERLIN13;;;5.0;0.0;;03-2010;;30.0;0.0;30.0;0.0;1954.0;0;N
UK BRISTOL01;21;F;UK;1;2;S;F  CERGY07;;;4.75;0.0;;09-2009;;30.0;0.0;30.0;0.0;1734.0;0;N
UK BRISTOL01;21;F;UK;1;3;S;F  GRENOBL01;;;3.5;0.0;;01-2010;;30.0;0.0;30.0;0.0;1278.0;0;N
UK BRISTOL01;21;F;UK;1;2;P;;O CHATEAU;FR;0.0;3.5;;;09-2009;0.0;30.0;30.0;0.0;0.0;1278;N
UK BRISTOL01;21;F;UK;1;2;S;E  ZARAGOZ01;;;4.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;1460.0;0;N
UK BRISTOL01;21;F;UK;1;2;S;N  OSLO01;;;10.0;0.0;;08-2009;;60.0;0.0;60.0;0.0;3650.0;0;N
UK BRISTOL01;21;F;UK;1;2;S;I  VENEZIA01;;;4.5;0.0;;09-2009;;30.0;0.0;30.0;0.0;1643.0;0;N
UK BRISTOL01;22;M;UK;1;2;S;I  SIENA01;;;8.5;0.0;;09-2009;;60.0;0.0;60.0;0.0;3103.0;0;N
UK BRISTOL01;21;F;UK;1;2;P;;IBM;ES;0.0;5.0;;;09-2009;0.0;30.0;30.0;0.0;0.0;1825;N
UK BRISTOL01;21;M;UK;1;2;S;D  KIEL01;;;4.25;0.0;;10-2009;;30.0;0.0;30.0;0.0;1551.0;0;N
UK BRISTOL01;22;F;UK;1;2;P;;CESANAMEDIA;IT;0.0;3.0;;;04-2010;0.0;30.0;30.0;0.0;0.0;1095;N
UK BRISTOL01;21;M;UK;1;2;S;D  STUTTGA01;;;10.0;0.0;;09-2009;;60.0;0.0;60.0;0.0;3650.0;0;N
UK BRISTOL01;20;M;UK;1;2;P;;UNI CONSULT;ES;0.0;5.5;;;09-2009;0.0;30.0;30.0;0.0;0.0;2008;N
UK BRISTOL01;24;M;UK;1;2;P;;LYCEE JEAN JAURES;FR;0.0;7.0;;;10-2009;0.0;60.0;60.0;0.0;0.0;2555;N
UK BRISTOL01;21;M;UK;1;2;S;E  VALENCI01;;;11.0;0.0;;08-2009;;60.0;0.0;60.0;0.0;4015.0;0;N
UK BRISTOL01;20;M;UK;1;2;P;;ASET BIDOIT;FR;0.0;4.0;;;08-2009;0.0;30.0;30.0;0.0;0.0;1460;N
UK BRISTOL01;20;M;UK;1;2;P;;INTERGLOSSA SERVICES LINGUISTICS;ES;0.0;3.0;;;01-2010;0.0;30.0;30.0;0.0;0.0;1095;N
UK BRISTOL01;21;M;UK;1;2;S;D  HANNOVE01;;;11.0;0.0;;09-2009;;60.0;0.0;60.0;0.0;4015.0;0;N
UK BRISTOL01;21;F;UK;1;2;S;F  PARIS006;;;9.75;0.0;;09-2009;;60.0;0.0;60.0;0.0;3559.0;0;N
UK BRISTOL01;20;M;UK;1;2;P;;FLUMEN GROUP;IT;0.0;4.5;;;03-2010;0.0;30.0;30.0;0.0;0.0;1643;N
