home_institution;age;gender;nationality;level_study;years_prior;mobility_type;host_institution;work_placement;country_work_placement;length_study;length_work;short_duration_reason;study_start_date;work_start_date;ects_study;ects_work;ects_total;sn_supplement;study_grant;work_grant;previous_participation
F  PARIS100;24;F;FR;2;3;P;;YOC;DE;0.0;3.0;;;05-2010;0.0;3.0;3.0;0.0;0.0;1050;N
F  PARIS100;24;F;PL;2;3;P;;DB REGIO AG;DE;0.0;4.0;;;05-2010;0.0;4.0;4.0;0.0;0.0;1400;N
F  PARIS100;22;F;FR;2;4;P;;LITTLE BROWN BOOK GROUP;UK;0.0;4.0;;;03-2010;0.0;3.0;3.0;0.0;0.0;1400;N
F  PARIS213;18;F;FR;1;1;S;SF HELSINK40;;;5.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;20;M;BE;1;1;S;E  BARCELO03;;;5.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;22;M;FR;2;3;S;PL WARSZAW03;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;19;F;FR;1;1;S;I  MODENA01;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;19;M;FR;1;1;S;P  LISBOA07;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;21;F;FR;2;3;S;UK LONDON062;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;20;F;FR;1;1;S;S  JONKOPI01;;;5.0;0.0;;01-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;19;F;FR;1;1;S;UK LONDON062;;;5.0;0.0;;09-2009;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;19;F;FR;1;1;S;D  AUGSBUR02;;;5.0;0.0;;03-2010;;30.0;0.0;30.0;0.0;912.0;0;N
F  PARIS213;20;F;FR;2;2;S;D  BERLIN06;;;11.0;0.0;;09-2009;;60.0;0.0;60.0;0.0;2006.0;0;N
F  PARIS322;22;F;FR;2;4;S;E  TARRAGO01;;;4.0;0.0;;10-2009;;36.0;0.0;36.0;0.0;729.0;0;N
F  PARIS322;26;F;FR;2;6;S;P  TOMAR01;;;4.0;0.0;;10-2009;;36.0;0.0;36.0;0.0;729.0;0;N
F  PARIS322;22;F;FR;2;4;S;E  TARRAGO01;;;4.0;0.0;;10-2009;;32.0;0.0;32.0;0.0;729.0;0;N
F  PARIS322;24;F;FR;2;4;S;E  TARRAGO01;;;4.0;0.0;;10-2009;;36.0;0.0;36.0;0.0;729.0;0;N
I  VENEZIA01;23;F;IT;1;4;S;F  MONTPEL03;;;4.0;0.0;;09-2009;;16.0;0.0;16.0;0.0;920.0;0;N
I  VENEZIA01;24;F;IT;2;5;S;E  BARCELO02;;;6.0;0.0;;10-2009;;0.0;0.0;0.0;0.0;1380.0;0;N
I  VENEZIA01;21;M;IT;1;1;S;F  PARIS007;;;10.0;0.0;;09-2009;;21.0;0.0;21.0;0.0;1840.0;0;N
I  VENEZIA01;23;M;IT;1;4;S;B  LOUVAIN01;;;5.0;0.0;;02-2010;;30.0;0.0;30.0;0.0;920.0;0;N
I  VENEZIA01;23;F;IT;1;4;S;CZ PRAHA07;;;5.0;0.0;;02-2010;;14.0;0.0;14.0;0.0;920.0;0;N
I  VENEZIA01;23;F;IT;1;4;S;F  PARIS007;;;6.0;0.0;;01-2010;;24.0;0.0;24.0;0.0;1150.0;0;N
I  VENEZIA01;23;F;IT;1;3;S;UK CARDIFF01;;;9.0;0.0;;09-2009;;48.0;0.0;48.0;0.0;2070.0;0;N
