home_institution;age;gender;nationality;level_study;years_prior;mobility_type;host_institution;work_placement;country_work_placement;length_study;length_work;short_duration_reason;study_start_date;work_start_date;ects_study;ects_work;ects_total;sn_supplement;study_grant;work_grant;previous_participation
F  PARIS342;25;M;FR;2;4;S;HU BUDAPES02;;;5.0;0.0;;09-2008;;35.0;0.0;35.0;0.0;1078.9;0.0;N
F  PARIS342;24;M;FR;2;4;S;E  MADRID05;;;5.0;0.0;;09-2008;;27.0;0.0;27.0;0.0;1078.9;0.0;N
F  PARIS342;24;M;FR;2;4;S;I  TORINO02;;;5.0;0.0;;02-2009;;15.0;0.0;15.0;0.0;1078.9;0.0;N
F  PARIS354;20;M;FR;S;1;P;;ENLACE;ES;0.0;2.0;X;;05-2009;0.0;0.0;0.0;0.0;0.0;834.05;N
F  PARIS354;20;M;FR;S;1;P;;BODIE AND FOU;UK;0.0;2.0;X;;05-2009;0.0;0.0;0.0;0.0;0.0;834.05;N
F  POITIER01;22;F;FR;1;3;S;I  SIENA01;;;6.5;0.0;;02-2009;;30.0;0.0;30.0;0.0;1595.0;0.0;N
F  POITIER01;22;F;FR;2;3;S;NL LEIDEN01;;;10.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;1000.0;0.0;N
F  POITIER01;22;F;FR;2;3;S;E  VALLADO01;;;9.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2610.0;0.0;N
F  POITIER01;22;F;FR;2;3;S;E  BARCELO01;;;5.0;0.0;;02-2009;;30.0;0.0;30.0;0.0;1450.0;0.0;N
F  PARIS236;21;M;FR;1;2;S;IRLDUBLIN27;;;4.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;863.12;0.0;N
F  PARIS244;26;F;FR;3;4;S;A  WIEN21;;;10.0;0.0;;09-2008;;60.0;0.0;60.0;0.0;2157.77;0.0;N
F  PARIS244;25;M;FR;3;4;S;RO BUCURES04;;;5.0;0.0;;10-2008;;30.0;0.0;30.0;0.0;1078.9;0.0;N
F  PARIS244;25;F;BE;1;2;S;D  BERLIN06;;;5.0;0.0;;03-2009;;30.0;0.0;30.0;0.0;1078.9;0.0;N
F  PARIS244;25;F;FR;3;4;S;E  BARCELO03;;;10.0;0.0;;11-2008;;60.0;0.0;60.0;0.0;2157.77;0.0;N
F  PARIS244;25;F;FR;3;4;S;HU BUDAPES03;;;5.0;0.0;;09-2008;;30.0;0.0;30.0;0.0;1078.9;0.0;N
